path,disposition,reason,bytes,sha256,referenceCount,currentReferenceCount,containsMutationTerms
scripts/Assert-TestSuiteDecomposition.ps1,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,5899,200e66ee18d9254b7ab8af94048b2bc29e56a7e93bf2cb8a473d402a64c54013,0,0,True
scripts/frontend-unit-runner-args.test.mjs,KEEP_UNWIRED_REGRESSION,behavior test for active scripts/frontend-unit-runner-args.mjs used by canonical frontend unit launcher,705,2af613882b2e0af17c7f5e041c277928ea3996b8c0c7899dc7e450fa8ddb2749,0,0,False
scripts/standardization/New-WeeklyMenuWorkbookCaseMatrix.ps1,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,5756,6185d45a4d4f739c374850067d0de14a0b5f77a88a4d77543059f77c60ae444e,0,0,True
scripts/standardization/Start-Phase6Runtime.ps1,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,3121,96cdce902cf85aa18fe9781b7f672f70e743f6a54a52ccb19326eec47841df9f,0,0,False
scripts/standardization/Stop-Phase6Runtime.ps1,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,1002,5b76925a902e54b2abb269c56eb33e1095c8da458796f32b2f5dd8026da73a21,0,0,True
scripts/standardization/current-week-bom-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,13292,ca8ca647f8687123bbcb0269e8a63035243cf351b826eb02ff6151c55166bb44,0,0,True
scripts/standardization/full-project-lifecycle-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,22116,d3a682aaf553f2fc394818745b66ad86b5b0c54f565841bc9d75f98836eb8ac9,0,0,True
scripts/standardization/purchase-supplier-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,39949,e72239fbc421096597c4b5066d283dfae38336accca8cbe6343e4a4c5685e591,0,0,True
scripts/standardization/service-run-lifecycle-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,9839,09a76656775a57b3eb99cf53b3b13901592ae0fe7d279617f600a77a9fbd2313,0,0,True
scripts/standardization/service-run-reports-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,3844,0889a23536e9ed98fc55931e725de47f009b4f844e2993f889bd583a46bd251b,0,0,False
scripts/standardization/service-run-surfaces-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,3291,834d1a0c9950c3e9716ac396037f25df3826c869eec6eb5e96a493cf63037b78,0,0,False
scripts/standardization/service-run-variance-waiver-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,8296,2ed8cc438f9e40184dd0837994dc4983ba39143788bc6630078ecf2e90b89141,0,0,True
scripts/standardization/weekly-menu-headed-e2e.mjs,DELETE_CANDIDATE,completed Phase 6/service-run evidence generator or unused decomposition helper; zero active consumer and no indexed path ownership,20907,65b70be36911dc2566fc3da461ae88ef258b9a3da4f2b9f55da689825b101cac,0,0,True
